behavior,crossing_pedestrian_v,crossing_pedestrian_x,crossing_pedestrian_y,crossing_pedestrian_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_near_x,t
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.65447234e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.391
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.04619849e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.391
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.79689117e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.391
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.0775824e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.391
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,4.8269924e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.391
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.06167747e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.392000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-2.41868943e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.392000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.02689401e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.392000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.78862171e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.392000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.78862171e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.392000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,3.78862171e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.4
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.69832056e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.42
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.69832056e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.440000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,2.12440342e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.46
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,2.12440342e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.48
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,2.93628844e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.5
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.924467e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.520000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.3703954e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.540000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.20596386e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.56
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.04158048e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.58
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.04158048e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.600000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,5.77457695e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.620000000000001
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,7.42448522e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.64
,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.68754775e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.66
