behavior,cross_car_a_v,cross_car_a_x,cross_car_a_y,cross_car_a_yaw,cross_car_b_v,cross_car_b_x,cross_car_b_y,cross_car_b_yaw,cross_car_c_v,cross_car_c_x,cross_car_c_y,cross_car_c_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_near_x,t
,,,,,,,,,,,,,,nan,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.567
,,,,,,,,,,,,,NO_PATH,1.05025482e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.58
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.05025482e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.600000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,6.65905826e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.620000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,6.65905826e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.64
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,-4.64072654e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.66
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.02001678e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.68
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,2.80819662e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.700000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,2.80819662e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.721
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.09881122e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.74
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,8.10552969e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.76
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,8.10552969e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.780000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,9.96960455e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.8
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,9.96960455e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.821
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.39524349e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.84
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.39524349e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.860000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.13290075e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.88
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,5.62030702e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.901
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,5.62030702e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.92
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,8.56565142e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.940000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,4.61663188e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.961
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.68593151e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,8.98
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,1.68593151e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.0
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,-1.40415202e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.020000000000001
,0.0,-60.0,48.25,0.0,,,,,0.0,-60.0,48.25,0.0,NO_PATH,-4.70242826e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.040000000000001
