behavior,crossing_ids,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,lead_car_v,lead_car_x,lead_car_y,lead_car_yaw,perc_count,perc_near_x,t
,-,NO_PATH,2.45283303e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28520082042128,11.46
,-,NO_PATH,5.13448907e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28520082042128,11.48
,-,NO_PATH,3.94555629e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28520082042128,11.5
,-,NO_PATH,2.90849549e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28520082042128,11.520000000000001
,-,NO_PATH,7.76189771e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28520082042128,11.540000000000001
,-,NO_PATH,7.76189771e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28456143406877,11.56
,-,NO_PATH,6.12040686e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28456143406877,11.58
,-,NO_PATH,2.78210023e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28456143406877,11.600000000000001
,-,NO_PATH,-6.44324139e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28456143406877,11.620000000000001
,-,NO_PATH,7.25490135e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28462439095407,11.64
,-,NO_PATH,7.25490135e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28462439095407,11.66
,-,NO_PATH,1.80300886e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28462439095407,11.680000000000001
,-,NO_PATH,1.2607027e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28462439095407,11.700000000000001
,-,NO_PATH,1.2607027e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.28462439095407,11.72
,-,NO_PATH,1.01205748e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.74
,-,NO_PATH,1.01205748e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0.0,45.0,-51.75,0.0,7,43.284535071809444,11.760000000000002
