behavior,cross_car_a_v,cross_car_a_x,cross_car_a_y,cross_car_a_yaw,cross_car_b_v,cross_car_b_x,cross_car_b_y,cross_car_b_yaw,cross_car_c_v,cross_car_c_x,cross_car_c_y,cross_car_c_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_near_x,t
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,5.69832056e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.492
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.54349951e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.492
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,2.12440342e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.493
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.493
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.493
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.493
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.493
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.494
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.494
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.494
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,,,,,NO_PATH,4.8871461e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.5
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.93628844e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.520000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.3703954e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.540000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.3703954e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.56
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.20596386e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.58
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.77457695e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.600000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.77457695e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.620000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.16061352e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.64
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,6.68754775e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.66
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,6.68754775e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.68
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.99482163e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.700000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.99482163e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.72
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.0779514e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.74
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.0779514e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.76
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,9.83830091e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.781
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.19684119e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.801
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,-1.83466396e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.82
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.13557181e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.84
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,-6.71648859e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.860000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,-6.71648859e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.88
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,7.91265688e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.9
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.46976701e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.92
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.18432128e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.940000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.18432128e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.96
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.67153361e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,9.98
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,6.37007366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.001000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,6.37007366e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.020000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.13038332e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.040000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.50361599e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.06
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,9.43613914e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.08
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,3.54236243e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.101
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,7.26935685e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.120000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,4.060827e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.14
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,4.060827e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.16
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.93490133e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.180000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,6.78924216e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.200000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,7.16777437e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.22
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,7.16777437e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.24
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,-1.75968522e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.26
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,-1.75968522e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.280000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.71014347e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.301
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.08708883e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.32
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.97878584e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.34
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.80138226e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.361
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.80138226e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.38
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.8263832e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.4
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,8.53819323e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.42
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,4.29280251e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.441
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,3.85862637e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.461
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,4.8039615e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.48
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,1.95286658e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.5
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.68700018e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.520000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,5.68700018e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.540000000000001
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,9.44424344e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.56
,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,0.0,-60.0,48.25,0.0,NO_PATH,2.09129408e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,nan,10.581000000000001
