behavior,crossing_ids,crossing_pedestrian_v,crossing_pedestrian_x,crossing_pedestrian_y,crossing_pedestrian_yaw,ctrl_state,ctrl_v,ego_v,ego_x,ego_y,ego_yaw,perc_count,perc_full,perc_near_x,t
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.33677065e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.16
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.94321368e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.18
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.94321368e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.200000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-5.62907038e-20,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.22
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.04619849e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.24
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,6.79689117e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.261000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.0775824e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.280000000000001
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,4.8269924e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.3
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,1.06167747e-18,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,0,,nan,9.32
,-,0.0,55.0,-46.0,-1.5707963267948963,NO_PATH,-2.41868943e-19,0.0,29.99999999999999,-51.75,-2.987141537818687e-23,7,1:40.9:-55.5:0.2:0.2:0.05:0;2:21.1:-55.5:0.2:0.2:0.01:0;3:40.9:-44.6:0.2:0.2:0.01:0;4:43.4:-25.6:6.0:6.0:0.01:0;5:21.1:-44.5:0.2:0.2:0.01:0;6:54.8:-46.0:0.3:0.1:0.00:4;7:22.7:-6.6:6.0:0.1:0.00:4,nan,9.34
